-1.000000	-0.010000
-1.000000	0.000000
-1.000000	0.020000
-1.000000	-0.320000
-1.000000	-0.780000
-1.000000	-0.870000
-1.000000	-0.890000
-1.000000	-0.920000
-1.000000	-0.910000
-1.000000	-0.890000
-1.000000	-0.880000
-1.000000	-0.880000
-1.000000	-0.910000
-1.000000	-0.890000
-1.000000	-0.880000
-1.000000	-0.870000
-1.000000	-0.880000
-1.000000	-0.900000
-1.000000	-1.110000
-1.000000	-1.140000
-1.000000	-0.880000
-1.000000	-0.910000
-1.000000	-0.900000
-1.000000	-0.890000
-1.000000	-0.880000
-1.000000	-1.120000
-1.000000	-1.130000
-1.000000	-0.870000
-1.000000	-0.910000
-1.000000	-0.880000
-1.000000	-1.110000
-1.000000	-1.130000
-1.000000	-0.910000
-1.000000	-0.880000
-1.000000	-0.880000
-1.000000	-0.880000
-1.000000	-1.080000
-1.000000	-1.160000
-1.000000	-1.120000
-1.000000	-0.900000
-1.000000	-0.890000
-1.000000	-0.880000
-1.000000	-1.090000
-1.000000	-1.100000
-1.000000	-0.890000
-1.000000	-0.890000
-1.000000	-0.870000
-1.000000	-0.890000
-1.000000	-1.070000
-1.000000	-1.120000
-1.000000	-1.150000
-1.000000	-0.900000
-1.000000	-0.880000
-1.000000	-0.880000
-1.000000	-1.060000
-1.000000	-0.870000
-1.000000	-0.880000
-1.000000	-1.090000
-1.000000	-1.140000
-1.000000	-1.110000
-1.000000	-0.910000
-1.000000	-0.910000
-1.000000	-0.890000
-1.000000	-0.870000
-1.000000	-1.060000
-1.000000	-1.110000
-1.000000	-0.900000
-1.000000	-0.900000
-1.000000	-1.050000
-1.000000	-0.880000
-1.000000	-0.890000
-1.000000	-1.110000
-1.000000	-1.130000
-1.000000	-0.890000
-1.000000	-0.910000
-1.000000	-0.870000
-1.000000	-1.090000
-1.000000	-1.130000
-1.000000	-0.870000
-1.000000	-0.880000
-1.000000	-0.880000
-1.000000	-0.880000
-1.000000	-1.110000
-1.000000	-1.230000
-1.000000	-1.120000
-1.000000	-0.920000
-1.000000	-0.910000
-1.000000	-0.870000
-1.000000	-0.870000
-1.000000	-1.080000
-1.000000	-1.100000
-1.000000	-1.110000
-1.000000	-0.880000
-1.000000	-0.890000
-1.000000	-0.890000
-1.000000	-0.880000
-1.000000	-1.090000
-1.000000	-1.160000
-1.000000	-1.060000
-1.000000	-0.900000
-1.000000	-0.900000
-1.000000	-0.890000
-1.000000	-0.850000
-1.000000	-1.080000
-1.000000	-1.150000
-1.000000	-1.100000
-1.000000	-0.880000
-1.000000	-0.890000
-1.000000	-0.880000
-1.000000	-0.870000
-1.000000	-1.090000
-1.000000	-1.180000
-1.000000	-1.120000
-1.000000	-0.910000
-1.000000	-0.890000
-1.000000	-0.890000
-1.000000	-0.870000
-1.000000	-1.090000
-1.000000	-1.170000
-1.000000	-0.880000
-1.000000	-0.880000
-1.000000	-0.900000
-1.000000	-1.070000
-1.000000	-1.160000
-1.000000	-1.080000
-1.000000	-0.880000
-1.000000	-0.900000
-1.000000	-0.870000
1.000000	-1.040000
1.000000	-1.090000
1.000000	-0.880000
1.000000	0.110000
1.000000	0.530000
1.000000	0.470000
1.000000	0.350000
1.000000	0.300000
1.000000	0.340000
1.000000	0.540000
1.000000	0.540000
1.000000	0.630000
1.000000	0.640000
1.000000	0.620000
1.000000	0.710000
1.000000	0.760000
1.000000	0.760000
1.000000	0.750000
1.000000	0.780000
1.000000	0.820000
1.000000	0.850000
1.000000	0.900000
1.000000	0.950000
1.000000	0.900000
1.000000	0.850000
1.000000	0.870000
1.000000	0.960000
1.000000	0.960000
1.000000	0.900000
1.000000	0.910000
1.000000	0.990000
1.000000	0.920000
1.000000	0.940000
1.000000	0.950000
1.000000	0.960000
1.000000	0.950000
1.000000	1.010000
1.000000	1.010000
1.000000	0.920000
1.000000	0.920000
1.000000	0.950000
1.000000	0.940000
1.000000	0.990000
1.000000	0.980000
1.000000	0.980000
1.000000	0.900000
1.000000	0.960000
1.000000	1.040000
1.000000	1.010000
1.000000	0.980000
1.000000	0.950000
1.000000	0.930000
1.000000	0.940000
1.000000	1.000000
1.000000	0.980000
1.000000	0.970000
1.000000	1.040000
1.000000	1.010000
1.000000	0.980000
1.000000	0.970000
1.000000	0.920000
1.000000	0.940000
1.000000	1.010000
1.000000	1.010000
1.000000	0.970000
1.000000	0.980000
1.000000	0.960000
1.000000	1.010000
1.000000	0.980000
1.000000	0.970000
1.000000	0.980000
1.000000	0.990000
1.000000	0.990000
1.000000	0.970000
1.000000	0.940000
1.000000	0.950000
1.000000	0.970000
1.000000	0.970000
1.000000	1.010000
1.000000	0.980000
1.000000	0.980000
1.000000	0.990000
1.000000	0.990000
1.000000	0.980000
1.000000	0.980000
1.000000	1.020000
1.000000	1.010000
1.000000	0.970000
1.000000	0.920000
1.000000	0.980000
1.000000	1.010000
1.000000	1.000000
1.000000	0.910000
1.000000	0.980000
1.000000	1.000000
1.000000	0.990000
1.000000	1.010000
1.000000	0.980000
1.000000	1.000000
1.000000	0.970000
1.000000	0.980000
1.000000	0.990000
1.000000	0.980000
1.000000	0.970000
1.000000	0.980000
1.000000	1.000000
1.000000	0.970000
1.000000	0.960000
1.000000	0.980000
1.000000	0.980000
1.000000	0.950000
1.000000	0.980000
1.000000	0.950000
1.000000	0.970000
1.000000	1.030000
1.000000	1.050000
1.000000	0.960000
1.000000	0.940000
1.000000	0.960000
1.000000	0.980000
1.000000	0.960000
1.000000	1.010000
1.000000	1.000000
1.000000	0.990000
1.000000	0.990000
1.000000	0.990000
1.000000	0.990000
1.000000	1.010000
1.000000	0.950000
1.000000	1.000000
1.000000	1.040000
1.000000	0.970000
1.000000	0.910000
1.000000	0.900000
1.000000	1.000000
1.000000	1.060000
1.000000	1.040000
1.000000	0.960000
1.000000	0.940000
1.000000	0.950000
1.000000	1.010000
1.000000	1.000000
1.000000	1.030000
1.000000	1.010000
1.000000	0.950000
1.000000	0.960000
