0	-17066	0	-0.040000
0	-17066	1	0.100000
0	-17066	2	0.100000
0	-17066	3	0.080000
0	-17066	4	0.100000
0	-17066	5	0.150000
0	-17066	6	0.100000
0	-17066	7	0.140000
0	-17066	8	0.160000
0	666	9	0.130000
0	666	10	0.050000
0	666	11	0.020000
0	666	12	0.080000
0	666	13	0.030000
0	666	14	0.110000
0	666	15	0.010000
0	666	16	0.070000
0	666	17	0.000000
0	666	18	0.000000
0	666	19	0.010000
0	666	20	0.020000
0	666	21	0.000000
0	666	22	-0.010000
0	666	23	0.020000
0	666	24	0.000000
0	666	25	0.000000
0	666	26	-0.010000
0	666	27	0.000000
0	666	28	0.010000
0	666	29	0.010000
0	666	30	0.000000
0	666	31	0.000000
0	666	32	0.000000
0	666	33	-0.020000
0	666	34	0.000000
0	666	35	0.000000
0	666	36	0.000000
0	666	37	-0.040000
0	666	38	0.000000
0	666	39	0.000000
0	666	40	0.010000
0	666	41	0.000000
0	666	42	0.000000
0	666	43	0.000000
0	666	44	-0.020000
0	666	45	-0.030000
0	666	46	0.010000
0	666	47	0.000000
0	666	48	0.000000
0	666	49	-0.020000
0	666	50	0.000000
0	666	51	0.000000
0	666	52	0.000000
0	666	53	0.010000
0	666	54	-0.020000
0	666	55	-0.010000
0	666	56	0.010000
0	666	57	-0.030000
0	666	58	0.000000
0	666	59	0.000000
0	666	60	0.000000
0	666	61	0.000000
0	666	62	-0.010000
0	666	63	-0.010000
0	666	64	-0.010000
0	666	65	-0.020000
0	666	66	0.020000
0	666	67	0.030000
0	666	68	-0.010000
0	666	69	0.000000
0	666	70	0.000000
0	666	71	0.000000
0	666	72	0.000000
0	666	73	-0.030000
0	666	74	-0.010000
0	666	75	-0.030000
0	666	76	-0.020000
0	666	77	-0.020000
0	666	78	0.000000
0	666	79	0.000000
0	666	80	-0.010000
0	666	81	-0.040000
0	666	82	0.000000
0	666	83	-0.020000
0	666	84	-0.020000
0	666	85	0.000000
0	666	86	0.000000
0	666	87	-0.020000
0	666	88	0.000000
0	666	89	-0.020000
0	666	90	-0.020000
0	666	91	0.000000
0	666	92	0.000000
0	666	93	-0.010000
0	666	94	-0.010000
0	666	95	0.000000
0	666	96	0.000000
0	666	97	0.000000
0	666	98	-0.020000
0	666	99	-0.040000
0	666	100	-0.020000
0	666	101	0.000000
0	666	102	0.000000
0	666	103	-0.010000
0	666	104	0.000000
0	666	105	0.010000
0	666	106	0.020000
0	666	107	-0.040000
0	666	108	-0.050000
0	666	109	0.000000
0	666	110	-0.020000
0	666	111	0.010000
0	666	112	0.020000
0	666	113	-0.040000
0	666	114	0.000000
0	666	115	0.000000
0	666	116	-0.010000
0	666	117	-0.020000
0	666	118	-0.050000
0	666	119	-0.020000
0	666	120	0.020000
0	666	121	-0.010000
0	666	122	0.000000
0	666	123	0.000000
0	666	124	-0.030000
0	666	125	-0.020000
0	666	126	-0.010000
0	666	127	0.000000
0	666	128	-0.010000
0	666	129	-0.010000
0	666	130	-0.050000
0	666	131	0.000000
0	666	132	-0.030000
0	666	133	-0.050000
0	666	134	0.000000
0	666	135	-0.010000
0	666	136	0.000000
0	666	137	-0.020000
