7716	7716	0	5
7716	7716	1	5
7716	7716	2	5
7716	7716	3	5
7716	7716	4	5
7716	7716	5	5
7716	7716	6	5
7716	7716	7	5
7716	7716	8	5
7716	7716	9	5
7716	7716	10	5
7717	7716	11	5
7718	7716	12	5
7720	7716	13	5
7722	7716	14	5
7725	7716	15	5
7728	7716	16	5
7732	7716	17	5
7736	7717	18	5
7741	7717	19	5
7746	7718	20	5
7752	7719	21	5
7758	7720	22	5
7765	7720	23	5
7772	7721	24	5
7780	7723	25	5
7788	7725	26	5
7797	7729	27	5
7806	7735	28	5
7816	7742	29	5
7826	7751	30	5
7837	7763	31	5
7848	7777	32	5
7860	7792	33	5
7872	7809	34	87
7885	7826	35	87
7898	7841	36	121
7912	7853	37	121
7926	7861	38	121
7941	7865	39	121
7956	7866	40	121
7972	7864	41	121
7988	7861	42	121
8005	7860	43	-38
8022	7866	44	-38
8040	7882	45	-38
8058	7908	46	38
8077	7941	47	75
8096	7977	48	215
8116	8013	49	264
8136	8045	50	276
8157	8072	51	230
8178	8093	52	230
8200	8109	53	230
8222	8120	54	187
8245	8126	55	187
8268	8131	56	187
8292	8135	57	187
8316	8140	58	187
8341	8149	59	118
8366	8163	60	118
8392	8185	61	45
8418	8216	62	121
8445	8257	63	223
8472	8302	64	289
8500	8349	65	346
8528	8394	66	354
8557	8434	67	327
8586	8470	68	296
8616	8501	69	271
8646	8528	70	271
8677	8551	71	231
8708	8574	72	200
8740	8597	73	171
8772	8620	74	171
8805	8647	75	169
8838	8677	76	180
8871	8711	77	211
8905	8748	78	238
8938	8788	79	280
8970	8826	80	298
9002	8863	81	290
9033	8898	82	282
9064	8930	83	261
9094	8963	84	251
9124	8994	85	239
9153	9027	86	240
9182	9061	87	240
9211	9097	88	252
9238	9134	89	259
9266	9173	90	280
9293	9211	91	291
9319	9251	92	288
9345	9289	93	295
9370	9327	94	290
9395	9364	95	290
9419	9397	96	271
9443	9428	97	251
9466	9457	98	251
9489	9483	99	235
9512	9507	100	212
9534	9529	101	195
9555	9551	102	195
9576	9571	103	160
9596	9591	104	160
9616	9611	105	160
9635	9631	106	149
9654	9651	107	149
9672	9671	108	151
9690	9691	109	149
9708	9711	110	149
9724	9731	111	148
9741	9750	112	148
9757	9768	113	148
9772	9786	114	146
9787	9802	115	146
9801	9818	116	135
9815	9832	117	135
9828	9846	118	123
9841	9859	119	123
9853	9870	120	123
9865	9881	121	106
9877	9892	122	106
9887	9901	123	106
9898	9912	124	91
9908	9922	125	91
9917	9932	126	91
9926	9942	127	76
9934	9952	128	76
9942	9963	129	76
9949	9974	130	76
9956	9984	131	76
9962	9993	132	76
9968	10003	133	76
9974	10010	134	77
9978	10017	135	77
9983	10022	136	77
9987	10025	137	77
9990	10027	138	77
9993	10027	139	77
9995	10027	140	77
9997	10025	141	77
9998	10024	142	77
9999	10024	143	77
9999	10024	144	77
9999	10025	145	77
9999	10027	146	77
9999	10027	147	77
9999	10028	148	77
9999	10027	149	77
9999	10026	150	-72
9999	10029	151	-72
9999	10037	152	-72
9999	10046	153	-72
9999	10058	154	14
9999	10070	155	14
9999	10079	156	14
9999	10085	157	14
9999	10087	158	14
9999	10086	159	14
9999	10081	160	-51
9999	10076	161	-51
9999	10072	162	-51
9999	10071	163	-51
9999	10071	164	-51
9999	10074	165	-51
9999	10077	166	-51
9999	10079	167	-51
9999	10081	168	-51
9999	10081	169	-51
9999	10080	170	-51
9999	10077	171	-51
9999	10075	172	-51
9999	10074	173	-51
9999	10074	174	-51
9999	10074	175	-51
9999	10075	176	-51
9999	10076	177	45
9999	10074	178	45
9999	10071	179	45
9999	10066	180	45
9999	10060	181	45
9999	10055	182	45
9999	10050	183	45
9999	10046	184	45
9999	10044	185	-14
9999	10044	186	-14
9999	10047	187	-14
9999	10051	188	-14
9999	10056	189	-14
9999	10059	190	-14
9999	10061	191	-14
9999	10061	192	-14
9999	10060	193	-14
9999	10057	194	-14
9999	10054	195	-14
9999	10052	196	-14
9999	10051	197	-14
9999	10051	198	-14
9999	10052	199	-14
9999	10053	200	-14
9999	10054	201	-14
9999	10055	202	-14
9999	10054	203	-28
9999	10053	204	-28
9999	10053	205	-28
9999	10053	206	-28
9999	10053	207	-28
9999	10053	208	-28
9999	10054	209	-28
9999	10054	210	-28
9999	10053	211	-28
9999	10053	212	-28
9999	10052	213	-28
9999	10052	214	-28
9999	10052	215	-28
9999	10052	216	-28
9999	10052	217	-28
9999	10052	218	-28
9999	10052	219	-28
9999	10052	220	-28
9999	10052	221	-28
9999	10052	222	-28
9999	10052	223	-28
9999	10052	224	-28
9999	10051	225	-28
9999	10051	226	-28
9999	10051	227	-28
9999	10051	228	-28
9999	10051	229	-28
9999	10050	230	-28
9999	10050	231	-28
9999	10050	232	-28
9999	10050	233	-28
9999	10050	234	-28
9999	10050	235	-28
9999	10049	236	-28
9999	10049	237	-28
9999	10049	238	-28
9999	10048	239	-28
9999	10048	240	-28
9999	10047	241	-28
9999	10047	242	-28
9999	10047	243	-28
9999	10047	244	-28
9999	10047	245	-28
9999	10047	246	-28
9999	10047	247	-28
9999	10046	248	-28
9999	10046	249	-28
9999	10045	250	-28
9999	10045	251	-28
9999	10044	252	-28
9999	10044	253	-28
9999	10043	254	-28
9999	10042	255	-28
9999	10042	256	-28
9999	10042	257	-28
9999	10041	258	-28
9999	10041	259	-28
9999	10041	260	-28
9999	10041	261	-28
9999	10040	262	-28
9999	10040	263	-28
9999	10040	264	-28
9999	10039	265	-28
9999	10039	266	-28
9999	10039	267	-28
9999	10038	268	-28
9999	10038	269	-28
9999	10037	270	-28
9999	10037	271	-28
9999	10036	272	-28
9999	10036	273	-28
9999	10035	274	-28
9999	10034	275	-28
9999	10033	276	-28
9999	10033	277	-28
9999	10032	278	-28
9999	10031	279	-28
9999	10031	280	-28
9999	10030	281	-28
9999	10030	282	-28
9999	10030	283	-28
9999	10030	284	-28
9999	10030	285	-28
9999	10030	286	-28
9999	10029	287	-28
9999	10029	288	-28
9999	10028	289	-28
9999	10028	290	-28
9999	10028	291	-28
9999	10027	292	-28
9999	10026	293	-28
9999	10026	294	-28
9999	10025	295	-28
9999	10025	296	-28
9999	10024	297	-5
9999	10024	298	-5
9999	10023	299	-5
9999	10021	300	-5
9999	10019	301	-5
9999	10016	302	-5
9999	10014	303	-5
9999	10011	304	-5
9999	10009	305	-5
9999	10008	306	-5
9999	10007	307	-5
9999	10007	308	-5
9999	10007	309	-5
9999	10007	310	-5
9999	10008	311	-5
9999	10008	312	-5
9999	10008	313	-5
9999	10008	314	-5
9999	10007	315	-5
9999	10007	316	-5
9999	10007	317	-5
9999	10007	318	-5
9999	10007	319	-5
9999	10007	320	-5
9999	10007	321	-5
9999	10007	322	-5
9999	10007	323	-5
9999	10007	324	-5
9999	10007	325	-5
9999	10007	326	-5
9999	10007	327	-5
9999	10007	328	-5
9999	10007	329	-5
9999	10007	330	-5
9999	10007	331	-5
9999	10007	332	-5
9999	10007	333	-5
9999	10007	334	-5
9999	10007	335	-5
9999	10007	336	-5
9999	10007	337	-5
9999	10007	338	-5
9999	10007	339	-5
9999	10006	340	-5
9999	10006	341	-5
9999	10006	342	-5
9999	10006	343	-5
9999	10006	344	-5
9999	10006	345	-5
9999	10006	346	-5
9999	10006	347	-5
9999	10006	348	-5
9999	10006	349	-5
9999	10006	350	-5
9999	10006	351	-5
9999	10005	352	-5
9999	10005	353	-5
9999	10005	354	-5
9999	10005	355	-5
9999	10005	356	-5
9999	10005	357	-5
9999	10004	358	-5
9999	10004	359	-5
9999	10004	360	-5
9999	10004	361	-5
9999	10004	362	-5
9999	10004	363	-5
9999	10004	364	-5
9999	10004	365	-5
9999	10003	366	-5
9999	10003	367	-5
9999	10003	368	-5
9999	10003	369	-5
9999	10002	370	-5
9999	10002	371	-5
9999	10002	372	-5
9999	10002	373	-5
9999	10002	374	-5
9999	10002	375	-5
9999	10002	376	-5
9999	10002	377	-5
9999	10002	378	-5
9999	10002	379	-5
9999	10002	380	-5
9999	10002	381	-5
9999	10001	382	-5
9999	10001	383	-5
9999	10001	384	-5
9999	10001	385	-5
9999	10001	386	-5
9999	10001	387	-5
9999	10001	388	-5
9999	10001	389	-5
9999	10001	390	-5
9999	10001	391	-5
9999	10001	392	-5
9999	10001	393	-5
9999	10001	394	-5
9999	10000	395	-5
9999	10000	396	-5
9999	10000	397	-5
9999	10000	398	-5
9999	10000	399	-5
9999	10000	400	-5
9999	10000	401	-5
9999	10000	402	-5
9999	10000	403	-5
9999	10000	404	-5
9999	10000	405	-5
9999	10000	406	-5
9999	10000	407	-5
9999	10000	408	-5
9999	9999	409	-5
9999	9999	410	-5
9999	9999	411	-5
9999	9999	412	-5
9999	9999	413	-5
9999	9999	414	-5
9999	9999	415	-5
9999	9999	416	-5
9999	9999	417	-5
9999	9999	418	-5
9999	9999	419	-5
9999	9999	420	-5
9999	9999	421	-5
9999	9999	422	-5
9999	9999	423	-5
9999	9999	424	-5
9999	9999	425	-5
9999	9999	426	-5
9999	9999	427	-5
9999	9999	428	-5
9999	9999	429	-5
9999	9999	430	-5
9999	9999	431	-5
9999	9999	432	-5
9999	9999	433	-5
9999	9999	434	-5
9999	9999	435	-5
9999	9999	436	-5
9999	9999	437	-5
9999	9999	438	-5
9999	9999	439	-5
9999	9999	440	-5
9999	9999	441	-5
9999	9999	442	-5
9999	9999	443	-5
9999	9999	444	-5
9999	9999	445	-5
9999	9999	446	-5
9999	9999	447	-5
9999	9999	448	-5
9999	9999	449	-5
9999	9999	450	-5
9999	9999	451	-5
9999	9999	452	-5
9999	9999	453	-5
9999	9999	454	-5
9999	9999	455	-5
9999	9999	456	-5
9999	9999	457	-5
9999	9999	458	-5
9999	9998	459	-5
9999	9998	460	-5
9999	9998	461	-5
9999	9998	462	-5
9999	9998	463	-5
9999	9998	464	-5
9999	9998	465	-5
9999	9998	466	-5
9999	9998	467	-5
